#
# The 1990 Zip Code by State file is comma separated values, ASCII text, one record per line. 
# The field/record layout is as follows:
#
#      Field 1 - State Fips Code
#      Field 2 - 5-digit Zipcode
#      Field 3 - State Abbreviation
#      Field 4 - Zipcode Name
#      Field 5 - Longitude in Decimal Degrees (West is assumed, no minus sign)
#      Field 6 - Latitude in Decimal Degrees (North is assumed, no plus sign)
#      Field 7 - 1990 Population (100%)
#      Field 8 - Allocation Factor (decimal portion of state within zipcode)
#
# For complete details see:
#    http://landview.census.gov/geo/www/gazetteer/places.html
#
"24","21813","MD","BISHOPVILLE",75.185544,38.429609,1902,0.000398 
"24","21856","MD","QUANTICO",75.785102,38.333888,1029,0.000215 
"24","21912","MD","WARWICK",75.799592,39.428261,745,0.000156 
"25","01056","MA","LUDLOW",72.471012,42.172823,18820,0.003128 
"25","01225","MA","CHESHIRE",73.157964,42.561059,3094,0.000514 
"25","01253","MA","OTIS",73.082093,42.18988,1060,0.000176 
"25","01469","MA","TOWNSEND",71.689646,42.652511,6112,0.001016 
"25","01742","MA","CONCORD",71.374741,42.456701,17076,0.002838 
"25","02025","MA","COHASSET",70.812788,42.239484,7075,0.001176 
"25","02110","MA","BOSTON",71.051417,42.357636,957,0.000159 
"25","02720","MA","FALL RIVER",71.139991,41.718221,30600,0.005086 
"26","48027","MI","WALES",82.621728,43.000058,3285,0.000353 
"26","48032","MI","GRANT TOWNSHIP",82.554734,43.134584,1498,0.000161 
"26","48034","MI","SOUTHFIELD",83.288295,42.477676,28647,0.003082 
"26","48315","MI","SHELBY TOWNSHIP",82.996547,42.663694,11783,0.001268 
"26","48432","MI","FILION",82.982483,43.901362,988,0.000106 
"26","48451","MI","LINDEN",83.799281,42.810379,10127,0.001089 
"26","48529","MI","SOUTHEAST",83.671064,42.97268,11092,0.001193 
"26","48652","MI","RHODES",84.213402,43.851745,2034,0.000219 
"26","48891","MI","VESTABURG",84.908168,43.387025,3540,0.000381 
"26","49008","MI","KALAMAZOO",85.609645,42.262432,19435,0.002091 
"26","49106","MI","BRIDGMAN",86.554334,41.936199,4073,0.000438 
"26","49255","MI","MONTGOMERY",84.849641,41.792764,2260,0.000243 
"26","49270","MI","PETERSBURG",83.687673,41.875655,4832,0.00052 
"26","49286","MI","TECUMSEH",83.955485,41.995297,12645,0.00136 
"26","49344","MI","SHELBYVILLE",85.628239,42.593581,259,0.000028 
"26","49642","MI","IDLEWILD",85.716036,43.912621,1132,0.000122 
"26","49657","MI","MC BAIN",85.228252,44.21718,3431,0.000369 
"26","49706","MI","ALANSON",84.792421,45.440545,3681,0.000396 
"26","49816","MI","LIMESTONE",86.758934,46.294821,251,0.000027 
"26","49927","MI","GAASTRA",88.591728,46.052638,489,0.000053 
"27","55053","MN","NERSTRAND",93.0855,44.353769,687,0.000157 
"27","55060","MN","OWATONNA",93.21914,44.080478,23860,0.005454 
"27","55318","MN","CHASKA",93.608314,44.806071,13907,0.003179 
"27","55332","MN","FAIRFAX",94.725626,44.532942,2250,0.000514 
"27","55409","MN","MINNEAPOLIS",93.28182,44.926378,20415,0.004666 
"27","55767","MN","MOOSE LAKE",92.746648,46.44724,2699,0.000617 
"27","55921","MN","CALEDONIA",91.483657,43.622079,5049,0.001154 
"27","55960","MN","ORONOCO",92.48496,44.148861,3319,0.000759 
"27","56033","MN","FROST",93.936099,43.563796,388,0.000089 
"27","56037","MN","GOOD THUNDER",94.067662,43.995187,941,0.000215 
"27","56061","MN","LONDON",93.116527,43.543455,437,0.0001 
"27","56339","MN","HOFFMAN",95.795482,45.823292,852,0.000195 
"27","56447","MN","EMILY",93.948385,46.747791,699,0.00016 
"27","56569","MN","OGEMA",95.915124,47.102865,1129,0.000258 
"27","56673","MN","ROOSEVELT",95.179389,48.814807,907,0.000207 
"27","56683","MN","TENSTRIKE",94.682432,47.661146,184,0.000042 
"27","56729","MN","HALMA",96.596899,48.666895,146,0.000033 
"28","38740","MS","DUNCAN",90.765191,34.046966,885,0.000344 
"28","39111","MS","MAGEE",89.750325,31.849513,7590,0.00295 
"28","39152","MS","PULASKI",89.650521,32.270845,1447,0.000562 
"28","39427","MS","CARSON",89.775821,31.558501,1381,0.000537 
"29","63101","MO","SAINT LOUIS",90.191313,38.634616,931,0.000182 
"29","63112","MO","SAINT LOUIS",90.28187,38.661619,28841,0.005636 
"29","63333","MO","BELLFLOWER",91.348915,39.0012,689,0.000135 
"29","63462","MO","PERRY",91.664125,39.420721,1268,0.000248 
"29","63627","MO","BLOOMSDALE",90.280548,38.045112,3035,0.000593 
"29","63750","MO","GIPSY",90.194077,37.131092,92,0.000018 
"29","63942","MO","GATEWOOD",91.070333,36.562608,342,0.000067 
"29","64017","MO","CAMDEN",94.025913,39.204806,641,0.000125 
"29","64055","MO","INDEPENDENCE",94.403902,39.054504,30654,0.005991 
"29","64057","MO","INDEPENDENCE",94.353284,39.073099,9209,0.0018 
"29","64658","MO","MARCELINE",92.945502,39.712485,3517,0.000687 
"29","64670","MO","PATTONSBURG",94.134295,40.042756,855,0.000167 
"29","64733","MO","CHILHOWEE",93.865325,38.612604,951,0.000186 
"29","64744","MO","EL DORADO SPRING",94.030091,37.858517,6787,0.001326 
"29","65053","MO","LOHMAN",92.384216,38.548434,356,0.00007 
"29","65076","MO","SAINT THOMAS",92.189382,38.391246,1232,0.000241 
"29","65230","MO","ARMSTRONG",92.708976,39.256585,736,0.000144 
"29","65248","MO","FAYETTE",92.658287,39.143041,4805,0.000939 
"29","65332","MO","GREEN RIDGE",93.437395,38.618983,1198,0.000234 
"29","65344","MO","MIAMI",93.19678,39.282095,569,0.000111 
"29","65660","MO","GRAFF",92.264726,37.326214,271,0.000053 
"29","65679","MO","KIRBYVILLE",93.168256,36.642615,1794,0.000351 
"30","59486","MT","VALIER",112.303275,48.279504,1473,0.001843 
"30","59823","MT","BONNER",113.746254,46.860138,1625,0.002034 
"30","59831","MT","DIXON",114.30557,47.31313,454,0.000568 
"30","59870","MT","STEVENSVILLE",114.047846,46.526723,5250,0.00657 
"31","68033","NE","ITHACA",96.529785,41.174849,359,0.000227 
"31","68128","NE","PAPILLION",96.040256,41.171983,15882,0.010062 
"31","68304","NE","ALVO",96.403557,40.899185,447,0.000283 
"31","68532","NE","LINCOLN",96.85509,40.792159,391,0.000248 
"31","68651","NE","OSCEOLA",97.557079,41.196565,1398,0.000886 
"31","68969","NE","RAGAN",99.24891,40.309594,148,0.000094 
"31","69131","NE","DALTON",102.972609,41.406778,511,0.000324 
"33","03833","NH","BRENTWOOD",70.964306,42.977169,14374,0.012958 
"33","03894","NH","WOLFEBORO",71.190843,43.594996,5586,0.005036 
"34","07458","NJ","UPPER SADDLE RIV",74.096775,41.053083,10148,0.001313 
"34","07514","NJ","PATERSON",74.146717,40.924764,18860,0.00244 
"34","07739","NJ","LITTLE SILVER",74.041319,40.335393,5683,0.000735 
"34","07760","NJ","SEA BRIGHT",74.000618,40.371829,9700,0.001255 
"34","07764","NJ","WEST LONG BRANCH",74.016221,40.287811,7666,0.000992 
